treated_idx,control_idx,distance,t_deal_value,t_premium_1d,t_premium_1w,t_premium_4w,t_premium_1m,t_acquiror_car_63,t_log_deal_value,t_deal_to_ebit,t_deal_to_ebitda,t_deal_to_net_assets,t_target_market_value,t_acquiror_market_value,t_relative_market_value,t_target_roe,t_target_book_value_per_share,t_target_price_to_book_value,t_target_long_term_debt_to_cap,t_target_full_name,t_target_total_assets,t_target_debt_ratio,t_acquiror_book_value_per_share,t_acquiror_price_to_book_value,t_acquiror_roe,t_acquiror_debt_ratio,t_relative_total_assets,t_cross_nation,t_cross_industry,t_number_of_bidders,t_number_esg_raters,t_attitude,t_IG,t_cash_only,t_stock_only,t_mean_ESG,t_mean_E,t_mean_G,t_mean_S,t_SD_ESG,t_SD_E,t_SD_G,t_SD_S,t_CV_ESG,t_CV_E,t_CV_S,t_CV_G,t_log_SD_ESG,t_log_SD_E,t_log_SD_G,t_log_SD_S,t_deal_year,t_target_industry,t_year_2007,t_year_2008,t_year_2009,t_year_2010,t_year_2011,t_year_2012,t_year_2013,t_year_2014,t_year_2015,t_year_2016,t_year_2017,t_year_2018,t_year_2019,t_year_2020,t_year_2021,t_year_2022,t_year_2023,t_industry_Consumer Products and Services,t_industry_Consumer Staples,t_industry_Energy and Power,t_industry_Financials,t_industry_Healthcare,t_industry_High Technology,t_industry_Industrials,t_industry_Materials,t_industry_Media and Entertainment,t_industry_Real Estate,t_industry_Retail,t_industry_Telecommunications,t_Ticker,t_Coupon,t_Maturity,t_Issue Date,t_ISIN,t_Preferred RIC,t_Principal Currency,t_Country of Issue,t_Issuer Type,t_Instrument Type,t_Coupon Type,t_target_GB_amount,t_Bond Grade,t_Green Bond,t_ESG Bond,t_Issue Price,t_Yield to Maturity,t_Details,t_Lead Underwriter,t_Use of Proceeds,t_Minimum Denomination,t_has_green_bond,t_relative_GB_amount,c_deal_value,c_premium_1d,c_premium_1w,c_premium_4w,c_premium_1m,c_acquiror_car_63,c_log_deal_value,c_deal_to_ebit,c_deal_to_ebitda,c_deal_to_net_assets,c_target_market_value,c_acquiror_market_value,c_relative_market_value,c_target_roe,c_target_book_value_per_share,c_target_price_to_book_value,c_target_long_term_debt_to_cap,c_target_full_name,c_target_total_assets,c_target_debt_ratio,c_acquiror_book_value_per_share,c_acquiror_price_to_book_value,c_acquiror_roe,c_acquiror_debt_ratio,c_relative_total_assets,c_cross_nation,c_cross_industry,c_number_of_bidders,c_number_esg_raters,c_attitude,c_IG,c_cash_only,c_stock_only,c_mean_ESG,c_mean_E,c_mean_G,c_mean_S,c_SD_ESG,c_SD_E,c_SD_G,c_SD_S,c_CV_ESG,c_CV_E,c_CV_S,c_CV_G,c_log_SD_ESG,c_log_SD_E,c_log_SD_G,c_log_SD_S,c_deal_year,c_target_industry,c_year_2007,c_year_2008,c_year_2009,c_year_2010,c_year_2011,c_year_2012,c_year_2013,c_year_2014,c_year_2015,c_year_2016,c_year_2017,c_year_2018,c_year_2019,c_year_2020,c_year_2021,c_year_2022,c_year_2023,c_industry_Consumer Products and Services,c_industry_Consumer Staples,c_industry_Energy and Power,c_industry_Financials,c_industry_Healthcare,c_industry_High Technology,c_industry_Industrials,c_industry_Materials,c_industry_Media and Entertainment,c_industry_Real Estate,c_industry_Retail,c_industry_Telecommunications,c_Ticker,c_Coupon,c_Maturity,c_Issue Date,c_ISIN,c_Preferred RIC,c_Principal Currency,c_Country of Issue,c_Issuer Type,c_Instrument Type,c_Coupon Type,c_target_GB_amount,c_Bond Grade,c_Green Bond,c_ESG Bond,c_Issue Price,c_Yield to Maturity,c_Details,c_Lead Underwriter,c_Use of Proceeds,c_Minimum Denomination,c_has_green_bond,c_relative_GB_amount,delta_esg,delta_div
328,309,0.0,265.541955587996,-12.51,-9.84,-15.13,-15.13,,5.581772853010932,2.220543298542534,1.286965914389439,3.192,5567.12940143339,,,3.307,1.09041351259745,1.046,0.073,Zhejiang Huayou Cobalt Co Ltd,3482.70590893684,0.2593057343323426,,0.0,0.0,0.0,,0,1,1,2,0,0,1,0,38.25,31.75,43.25,45.75,55.125,276.125,0.125,10.125,1.441176470588235,8.696850393700787,0.2213114754098361,0.002890173410404624,4.00960333376701,5.620853661740282,-2.079441541679836,2.315007612992603,2020,Materials,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,ZJHYC,7.76,2021-03-27,2018-03-23,CND100010PP2,,Chinese Yuan,China (Mainland),Corporate,Bond,Plain Vanilla Fixed Coupon,87139845.0,,Yes,Yes,100.0,--,,CAITONG SECURITIES CO LTD,Waste Management,1000.0,1,25020.73022485009,196.795386790208,45.78,60.85,80.04,80.04,,5.282164543236739,8.593489983497818,2.021057724767547,3.508,2508.41760856633,,,0.0,1.11145633261778,1.142,0.175,Gotion High-tech Co Ltd,3534.29880804429,0.5532400863362397,,0.0,0.94,0.0,,0,1,1,3,0,0,0,0,49.0735061166667,51.99076082,48.50629516,49.6327050866667,547.723769047562,1085.05352260734,414.023493127118,508.646180940082,11.16129277059215,20.87012202733409,10.2482058967349,8.535458990661821,6.305771088780388,6.989384594349914,6.025922718899142,6.23175264898407,2020,Energy and Power,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-5.2562951600000005,-413.898493127118
335,324,0.0,602.381050270977,-1.98,-2.37,2.38,2.38,-0.0743581256235333,6.400890218937409,0.4920580856405629,0.2020255388279633,1.209,11672.0260243427,83206.007,0.1402786462802223,12.378,32.624923277225,32.625,0.298,NEC Corp,29045.4198828234,0.5381426096616265,23.180544964196,0.973297514285563,0.17,0.315878134009748,0.1357102611686481,0,1,1,3,0,1,1,0,56.4666666666667,66.3,58.2666666666667,49.4333333333333,1042.60333333333,653.17,964.063333333333,1793.76333333333,18.46404958677679,9.851734539969835,36.28651382333104,16.54570938215101,6.949476069464258,6.481837432301244,6.871156990931056,7.492071112697492,2020,High Technology,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,NECCP,0.46,2027-07-12,2022-07-12,JP373300AN74,JP00596701=,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,390345455.0,,No,Yes,100.0,0.777,Bnd,DAIWA SECURITIES CO LTD,Funding new technologies to reduce GHS emissions,100000000.0,1,13439.13968449252,1000.0,19130.77,18661.73,17171.16,17171.16,-0.07949381706831976,6.907755278982137,2.4919013207077,0.8812902088657795,192.899,4418.306,,,0.0,4.891,6.082,0.701,Coty Inc,18310.0,2.117983679717974,18.437,1.28556086334047,0.0,0.833676324540263,0.3006601765119902,0,1,1,4,0,1,0,0,49.763607525,45.8897959175,56.159863705,47.88563603,776.501587328946,1197.0996002312,702.416658740705,880.11930371587,15.60380418439019,26.08640061035198,18.37960976783271,12.50744949151591,6.654798686796499,7.087656910309561,6.554526758925635,6.780057470687542,2020,Consumer Products and Services,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,2.106802961666702,261.6466745926281
358,440,0.0,1598.11684330385,-9.96,-9.09,-11.88,-11.88,,7.37658124211618,2.392466422024004,1.407125373583828,1.146,7006.11970616697,,,10.439,22.7621133124783,21.015,0.239,Hitachi Construction Machinery Co Ltd,11316.188738269,0.512427528611433,,0.0,2.32,0.0,,0,1,1,4,0,0,1,0,58.79922736,63.917662705,57.6409572975,55.646712855,375.61661793989,348.206241656592,383.958489739541,760.805241647289,6.388121660853912,5.447731142230164,13.67206080311946,6.661209454899078,5.928568990071811,5.852794952666226,5.950534447107928,6.634377400859509,2022,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,HITCM,0.667,2029-03-07,2024-03-07,JP378700AQ35,JP00216305=,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,65057575.0,,Yes,Yes,100.0,0.974,Bnd,DAIWA SECURITIES CO LTD,"Circular Economy Adapted/Eco-efficient Products, Production Technologies/Processes",100000000.0,1,5749.071220417948,1844.413,33.97,53.87,50.86,50.86,,7.519916348670322,5.11605064976492,2.822723961457938,3.06,2075.336,,,56.604,9.265,9.265,0.715,Cornerstone Building Brands Inc,5827.46,1.463301846062517,,0.0,0.04,0.0,,0,1,1,2,0,0,1,0,72.25,74.25,70.75,71.25,741.125,595.125,861.125,820.125,10.25778546712803,8.015151515151516,11.51052631578947,12.17137809187279,6.608169302027532,6.388771467514683,6.75823967391336,6.709456767665041,2022,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-13.109042702499998,-477.166510260459
361,310,0.0,270.851013885629,1.53,11.55,18.33,18.33,,5.601568905444249,2.948149440275055,0.1511176038180479,1.382,3140.19337754153,,,0.0,9.83780105611128,14.225,0.597,Korean Air Lines Co Ltd,22340.8504855536,4.430327320471272,7.11317684369232,0.0,-0.77,0.0,0.09590439497001751,0,1,1,3,0,0,0,0,59.74157198,48.9079923733333,64.46780303,64.0132468433333,405.107600014563,670.997041570095,623.290041729631,233.366504651575,6.781000006999865,13.71957851894879,3.645597062475501,9.66823766957878,6.004152710868414,6.508764727975517,6.435011966997991,5.452610199063587,2020,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,KALIN,3.672,2024-07-05,2021-07-07,KR6003493B75,,South Korean Won,South Korea,Corporate,Bond,Plain Vanilla Fixed Coupon,108137334.0,,Yes,Yes,100.0,4.013611,,KIWOOM SECURITIES CO LTD,Clean Transport,10000.0,1,4840.340974034337,782.228391138551,50.02,49.06,47.66,47.66,,6.662146758183487,4.219410258830783,2.984431993591109,1.564,2026.85303044154,,,9.77,23.0737317005801,21.973,,Maeda Road Construction Co Ltd,2526.39720099438,,,0.0,2.4,0.0,,0,1,1,2,0,0,1,0,60.0,58.5,57.5,67.5,1352.0,1512.5,1624.5,684.5,22.53333333333333,25.85470085470086,10.14074074074074,28.25217391304348,7.20934025660291,7.321519189904997,7.392955355109155,6.528688644728503,2020,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,6.967803029999999,-1001.209958270369
371,205,0.0,48.0664949086002,-2.82,-6.56,4.29,4.29,,3.872585362846262,0.3128320906303304,0.1681264710970656,0.536,900.343024910499,,,5.41,1.04674329501916,0.98,0.422,Xiandai Investment Co Ltd,6981.8275862069,4.906636659281243,,0.0,0.0,0.0,,0,0,1,2,0,0,1,0,78.199034845,77.68994397,74.45822567,81.74231458,76.8560660190483,64.7509247634788,12.0857468892939,189.825386751361,0.982826273641182,0.833453101581363,2.322241396352702,0.1623158056822105,4.341934400103741,4.170547982539108,2.492026815248938,5.246104632507262,2020,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,XDINV,3.39,2099-12-31,2022-07-01,CND10005CWH3,,Chinese Yuan,China (Mainland),Corporate,Note,Fixed Resettable,28006497.0,,Yes,Yes,100.0,1.2965,Called 07/05/24 at 100.000,AGRICULTURAL BANK OF CHINA LTD,Repay Bank Loan or Bridge Financing,100.0,1,4011.341823354223,599.503268720203,-9.47,0.43,18.31,18.31,,6.396101426863385,2.45591391411073,0.912674035236763,1.13,3399.64187209718,,,2.451,1.00189606136344,1.002,0.369,COSCO SHIPPING Energy Transportation Co Ltd,9457.59171478641,1.32585777546854,,0.0,1.57,0.0,0.0750739886026722,0,0,1,2,0,0,1,0,52.5,50.5,57.0,52.5,760.5,924.5,450.0,760.5,14.48571428571429,18.30693069306931,14.48571428571429,7.894736842105263,6.633976111699347,6.829253050827179,6.109247582764366,6.633976111699347,2020,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,17.458225670000004,-437.9142531107061
395,320,0.0,309.071240921032,-23.18,-19.81,-20.52,-20.52,,5.733571803466952,0.9818512464665818,0.7642912891771201,1.762,5055.18950126436,,,8.877,1.25263286425105,1.217,0.224,Ming Yang Smart Energy Group Ltd,7881.78546353674,0.4117414503637283,,0.0,0.0,0.0,,0,1,1,2,0,0,1,0,52.99192006,55.507438315,48.461417135,55.09139785,722.614206010861,544.00918186706,1108.12976658494,571.801653333969,13.63630918058229,9.800653721035621,10.37914584942718,22.86622703372457,6.582875478098014,6.298966125145599,7.010428978305913,6.348792171339031,2021,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,MYENG,6.1,2021-05-02,2018-04-27,CND100016JY4,,Chinese Yuan,China (Mainland),Corporate,Note,Plain Vanilla Fixed Coupon,71316502.0,,Yes,Yes,100.0,--,,,Energy Efficiency,100000.0,1,9048.267341191831,281.285087863218,24.49,32.98,59.86,59.86,,5.639368702584139,33.38798468370546,11.32392600433072,1.9,270.239081356684,,,0.0,2.72412957327861,3.4,0.63,Hanjin Heavy Industries & Construction Co Ltd,1892.42268770788,2.877814582184161,,0.0,-0.77,0.0,,0,1,1,2,0,0,0,0,42.6091433075,43.9346909705,44.357142857,39.9935064935,2721.87061501314,2529.78241272767,2470.04081634661,3121.52605835825,63.87996574749346,57.58052137947881,78.05082204696356,55.68530020767135,7.909074649022584,7.835888575148668,7.811989954322174,8.046077282491382,2021,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,4.104274277999998,-1361.91104976167
452,443,0.0,367.650228978127,-1.64,-0.37,-3.95,-3.95,,5.90713202145756,0.2656223299738956,0.0832885062312529,0.437,6333.65301001236,,,9.745,53.4626830869726,33.2076,0.307,KT Corp,31279.959762955,1.276362656799229,14.6744545270885,0.0,0.4,0.0,0.07949623812359222,0,1,1,3,0,0,0,0,70.8106656666667,79.82942114,69.5172235166667,71.80391959,68.5635184693363,221.692920662437,155.319265998579,75.8211715115574,0.9682654134631555,2.777082903728506,1.055947529668239,2.234255888561794,4.227760592537136,5.401293184053054,5.045482779115621,4.328377561189572,2022,Telecommunications,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,KTCRP,1.806,2026-06-10,2021-06-10,KR6030202B62,KR6030202B6=,South Korean Won,South Korea,Corporate,Bond,Plain Vanilla Fixed Coupon,57180432.0,,No,Yes,100.0,3.162588,Bnd Freq Qrtrly,KB SECURITIES CO LTD,Energy Efficiency,10000.0,1,1828.021277307366,36.2236800505849,-22.8,-22.68,-22.07,-22.07,,3.589713050015896,0.972269966700275,0.6616244354807574,1.769,1431.16033287979,,,2.943,0.446623951134271,0.447,0.01,Guizhou Bailing Group Pharmaceutical Co Ltd,1021.60450874514,0.194217529283054,,0.0,0.0,0.0,,0,1,1,3,0,0,1,0,44.39910836,41.7578794533333,49.80647028,42.4077220033333,571.517986249066,704.976738237355,484.11236125757,697.589059476006,12.87228521832113,16.88248415548028,16.44957631586942,9.719868895266151,6.348295954741498,6.558164806859901,6.182317031132291,6.547630189381201,2022,Healthcare,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,19.710753236666704,-328.793095258991
472,444,0.0,361.344208471368,17.19,17.65,19.52,19.52,,5.889830990124052,3.203985712060722,1.60880795281768,0.768,2719.55201124083,,,0.867,1.04820770069124,1.041,0.378,Beijing Originwater Technology Co Ltd,10630.0525522163,1.601923649653119,,0.0,1.48,0.0,0.7672959771001201,0,1,1,2,0,0,1,0,50.25,54.75,40.75,56.25,351.125,153.125,1035.125,105.125,6.987562189054726,2.796803652968037,1.868888888888889,25.40184049079755,5.861142285424408,5.031254581298992,6.942277471353864,4.655150118293112,2022,Energy and Power,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,BEOTE,4.1,2025-08-21,2023-08-17,CND10006XHZ0,CN102382157=,Chinese Yuan,China (Mainland),Corporate,Note,Plain Vanilla Fixed Coupon,69310636.0,,Yes,Yes,100.0,2.568,Sr Note Freq Annual,,Sustainable Water or Wastewater management,100.0,1,6520.253372176336,1757.854,100.4,84.33,93.05,93.05,,7.471849025877144,3.426615984405458,1.589379746835443,3.61,861.252,,,117.647,1.035,1.035,0.972,Tenneco Inc,11622.0,5.892584284274522,11.312,0.0,0.0,0.0,0.3863984295108127,0,1,1,3,0,0,1,0,64.94662734,61.7754950066667,69.3030510933333,64.1658534166667,512.528191982506,498.845267396095,352.002979735512,767.56056431746,7.891528982704306,8.075131851914104,11.9621344289343,5.079184454108016,6.23935571824599,6.212295962286539,5.863639640719972,6.643217387510845,2022,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-28.553051093333295,683.122020264488
490,455,0.0,45.972868896682,-10.78,-0.61,15.03,15.03,,3.828051415890894,0.4257862501089501,0.197546379692489,0.834,761.320023508263,,,10.483,31.2882781993664,27.184,0.228,Sanken Electric Co Ltd,1998.5780593826,0.7283374706052397,,0.0,0.0,0.0,,1,1,1,3,0,0,1,0,55.1666666666667,57.3333333333333,60.6333333333333,47.2666666666667,1039.08333333333,1123.58333333333,717.803333333333,1467.46333333333,18.8353474320241,19.59738372093019,31.04647390691105,11.83842770753161,6.946094193208583,7.024278261846072,6.576195622521801,7.291290565586579,2022,High Technology,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,SNKEN,1.1,2027-06-16,2022-06-16,JP332960AN63,JP00146707=,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,32528787.0,,Yes,Yes,100.0,1.475,Bnd,DAIWA SECURITIES CO LTD,Clean Transport,100000000.0,1,16275.96522802256,1160.904,28.6,33.95,32.78,32.78,,7.056954290940603,34.36152138523013,18.86452493540682,2.694,862.191,,,2.944,12.462,12.41,,Natus Medical Inc,568.083,,,0.0,0.0,0.0,,1,1,1,2,0,0,1,0,60.140409305,34.892857143,67.38137943,62.937539095,68.6696062258612,1580.02295916761,0.290900539254254,8.50748996930682,1.141821397949017,45.28213188998153,0.1351735401739387,0.004317224457484723,4.229306688319671,7.365194657034177,-1.234773859738272,2.140946948351008,2022,Healthcare,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-6.748046096666698,717.5124327940787
496,362,0.0,45.8984605859342,6.92,9.36,10.49,10.49,,3.826431578071268,0.2162300321717416,0.1436040310353268,0.473,902.185346474138,,,4.611,0.972235889505869,0.956,0.481,Xiandai Investment Co Ltd,8120.81324242637,6.096456778104982,,0.0,0.1,0.0,0.6794092376568298,0,0,1,2,0,0,1,0,78.199034845,77.68994397,74.45822567,81.74231458,76.8560660190483,64.7509247634788,12.0857468892939,189.825386751361,0.982826273641182,0.833453101581363,2.322241396352702,0.1623158056822105,4.341934400103741,4.170547982539108,2.492026815248938,5.246104632507262,2021,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,XDINV,3.39,2099-12-31,2022-07-01,CND10005CWH3,,Chinese Yuan,China (Mainland),Corporate,Note,Fixed Resettable,28006497.0,,Yes,Yes,100.0,1.2965,Called 07/05/24 at 100.000,AGRICULTURAL BANK OF CHINA LTD,Repay Bank Loan or Bridge Financing,100.0,1,3448.730584479259,11625.287804878,35.15,31.08,60.31,60.31,,9.360937987557957,29.162540522733,20.26810309280239,2.85,7194.89137448914,,,9.287,56.2006703427398,33.2076,0.149,Vifor Pharma AG,5315.49356687209,0.09253811817833901,,0.0,0.0,0.0,,0,0,1,3,0,0,1,0,61.41695349,59.2713572633333,66.01584399,57.9921437066667,892.62030630347,782.410576178091,959.110900131057,1059.99260488403,14.53377700424049,13.20048354388046,18.27821041149363,14.52849561805711,6.794161301548176,6.66237963623928,6.866006709627158,6.966017210557276,2021,Healthcare,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,8.442381680000011,-947.0251532417631
517,511,0.0,3582.82140516928,102.84,113.35,78.81,78.81,,8.183905871008022,2.256578195775009,1.096122192724415,2.527,19819.3698689327,,,13.422,0.699124282317462,0.699,0.573,Rongsheng Petrochemical Co Ltd,52570.2338630169,1.353272574378468,,0.0,1.07,0.0,0.9261732129710597,1,1,1,2,0,0,1,0,50.5,49.5,56.5,38.0,924.5,1012.5,480.5,2312.0,18.30693069306931,20.45454545454545,60.8421052631579,8.504424778761061,6.829253050827179,6.920177798980694,6.174827228410347,7.745868229792269,2023,Energy and Power,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,RSPCL,3.86,2024-04-22,2020-04-21,,,Chinese Yuan,China (Mainland),Corporate,China Corporate Bond,Step Up / Step Down,142633005.0,,Yes,Yes,100.0,--,,ZHESHANG SECURITIES CO LTD,Eligible Green Projects,100000.0,1,2713.189470902129,47.2313904904181,14.02,9.77,27.29,27.29,,3.855058724305017,0.3564004666531427,0.1989050956107746,1.035,519.070509116961,,,18.695,12.1882030941943,11.928,0.37,Ciech SA,1884.91127966043,0.9148718210538901,,0.0,3.1,0.0,9.17643708853979,1,1,1,3,0,0,1,0,56.9920606866667,55.3403931166667,56.8143274866667,49.4080899633333,643.428912018089,720.924015421622,991.485001666623,1408.72388214452,11.28979903982695,13.02708518715787,28.51200852309736,17.4513198611619,6.466811550099469,6.580533743966527,6.899203820933308,7.250439525444427,2023,Materials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-0.3143274866666985,-510.985001666623
526,458,0.0,86.5434085871207,-9.33,-8.43,-5.06,-5.06,,4.460646121438693,1.431140545426528,0.3427855103398233,0.901,1868.63212735166,,,1.158,1.32855728347603,1.338,0.035,MLS Co Ltd,3482.90858524084,0.359988585755267,,0.0,0.0,0.0,,0,1,1,3,0,0,0,0,46.6827414566667,49.9879884633333,53.2624424,39.24072286,288.256256844954,252.881038506039,144.924946039953,693.84203795598,6.174792821722524,5.058836058016814,17.68168339893777,2.720959451156393,5.663849865227394,5.532919174613731,4.976215994894887,6.542244323585048,2023,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,MLSCO,7.0,2024-06-03,2019-06-03,CND10002C086,,Chinese Yuan,China (Mainland),Corporate,China Enterprise Bond,Plain Vanilla Fixed Coupon,28526601.0,,Yes,Yes,100.0,--,,HAITONG SECURITIES CO LTD,Environmental Protection Projects,100.0,1,8190.453553930246,15215.3529899574,-7.17,-0.65,4.57,4.57,,9.630060262190602,19.3851297325117,10.34889958401414,1.55,14197.9559168523,,,15.083,20.9594996567768,21.272,0.201,Toshiba Corp,26740.8206849211,0.2116262528621061,,0.0,0.0,0.0,,0,1,1,2,0,0,1,0,58.0,70.0,62.0,49.0,392.0,8.0,200.0,1058.0,6.758620689655173,0.1142857142857143,21.59183673469388,3.225806451612903,5.971261839790462,2.079441541679836,5.298317366548036,6.964135612418245,2023,High Technology,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-8.737557600000002,-55.075053960047
531,477,0.0,346.435875313109,28.37,29.31,31.29,31.29,,5.847697737472066,11.62194921552484,4.524262557704089,0.818,431.603738317757,,,12.485,22.9088483924612,22.198,0.099,Daiken Corp,1319.56069844789,0.5125459326156993,,0.0,0.0,0.0,,0,1,1,2,0,0,1,0,70.25,75.75,66.75,63.25,903.125,496.125,1225.125,1596.125,12.855871886121,6.54950495049505,25.23517786561265,18.35393258426966,6.805860971300797,6.20682791110323,7.110798158589344,7.375334095744845,2023,Materials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,DKNTR,0.2,2022-09-20,2019-09-20,JP348260AK93,,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,32829940.0,,Yes,Yes,100.0,--,,DAIWA SECURITIES CO LTD,Environmentally Sustainable Products,100000000.0,1,24879.44665115871,1176.325,131.79,135.0,106.19,106.19,,7.070150450822249,17.82877885387775,9.71005819472533,7.296,553.817,,,25.095,7.908,7.81,0.756,CIRCOR International Inc,1015.729,0.9029011388238353,,0.0,0.0,0.0,,0,1,2,2,0,0,1,0,71.75,64.25,75.75,74.75,780.125,1485.125,496.125,561.125,10.87282229965157,23.1147859922179,7.506688963210703,6.54950495049505,6.659454163254207,7.303254222778452,6.20682791110323,6.329943697102096,2023,Industrials,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,0,,-9.0,729.0
